sev,group,id,lens,kind,conf,title,location,evidence,rec
P2,,nav-03,"Global navigation & information architecture (drawer, Card S",bug,probable,Crew Dispatch and Owner Console lack the navSetView 'belt' — the phone back button can walk past both when the 400ms __crNav wrap fires before their modules parse,"index.html: __crNav wrap block ending '}, 400);' after wrapNav definitions; cr-disp-script open() (no navSetView call); Owner Console open() near 'window.CardinalOwner = Object.assign'","History for both is recorded only by the one-shot setTimeout(...,400) __crNav wrap ('841: Crew Dispatch — same method-wrap shape'; '895: the Owner Console records history the same way'). The codebase's own comments state this wrap 'can fire before the last script parses' (cr-pb open(): 'record the view here as the belt') and 'can miss a module appended at the end of the file' (punch card), which is why salesfloor/production/punchcard/suppliers/showcase/storm all call navSetView in their own open(). CardinalDispatch is exported at 'window.CardinalDispatch = Object.assign' and CardinalOwner at 'window.CardinalOwner = Object.assign' — both LATER in the file than the modules that needed belts — and grep shows navSetView('dispatch')/('owner') exist only inside the wrap. When the wrap misses, opening either view pushes no state, so pwaBack/edge-swipe jumps to the entry before the previous screen; both open()s do call hideAllViews so the user is not trapped, but back skips their place.",Add the one-line belt each sibling already carries — try{ window.navSetView('dispatch') }catch(_){} in CardinalDispatch.open() and navSetView('owner') in CardinalOwner.open() (idempotent: navSetView dedupes an identical top state).
P2,nbid-mask,com965-08,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",bug,confirmed,CR-COM-014 STILL OPEN: the New Bid payer select still reads the unmasked cache — confidential partner names visible to every signed-in user,"index.html <script id=""cr-nbid-script"">: loadPartners() (CP.load() not CP.list()); <script id=""cr-cpartners-script"">: maskIfConfidential(), list()","cr-nbid loadPartners() at 965 still does `await window.CardinalCommunityPartners.load()` and renders `p.name` + partner_type into the required first select. load() returns the raw cache; maskIfConfidential() (which swaps the name for 'Confidential Partner' for non-privileged users) is applied only in list()/get(). The 714 COLS_NARROW pass keeps contact fields out of a non-owner's cache, so the exposure remains name + partner_type only — but the mask's entire purpose is the name.",One-line fix: consume list() instead of load()'s return (load() can still be awaited to fill the cache). pickPartner already made exactly this change and documents why.
P2,,prod-02,"Production workflow end to end at build 965 — hub, punch car",usability,confirmed,Back from the Magnet Board or Crews dumps production users on the retail home and silently flips the portal to retail; the Punch page's back correctly returns to the hub,index.html — cr-disp-script close() + .dspback wiring; cr-crew-script close(); hookShowHome()/silentSet('retail'); contrast with #puBackBtn → history.back() (918),"cr-disp-script buildShell(): el.querySelector('.dspback').addEventListener('click', close); and function close(){ el.classList.remove('open'); … window.showHome(); }. cr-crew-script's close() also calls window.showHome(). showHome() is wrapped by hookShowHome() which runs silentSet('retail') before rendering mainView — so Curtis (whose login lands in the Production hub, 854) taps the visible back chevron on Crew Dispatch and lands on the retail dashboard with the CRM switched to retail. The phone back gesture and #puBackBtn instead run history.back() → navRestore('production') → the hub — so the on-screen chevron and the system back go to different places on the same screen. Blast radius: every route OUT of the board (tap a magnet → close()+openProject; arm-and-place → close()+picker → editor) detours through showHome first, so finishing a dispatch from the board strands Curtis on the retail home rather than back on the board or hub.","Make the board's and Crews' back chevrons call history.back() exactly like #puBackBtn (their views are already registered in navRestore), and stop close() from calling showHome when the view was opened from the hub — the 857 close(false) pattern already exists for the mirror-image case. After arm-and-place/createWorkOrder completes, return to the board rather than the retail home."
P2,,prod-03,"Production workflow end to end at build 965 — hub, punch car",usability,confirmed,"The hub's 'Closed repairs' bar opens Punch & Repairs on the ACTIVE tab, not Closed",index.html — cr-pb-script wire() [data-box] branch ('856:' comment); cr-punch-script openPunchView(preset) + PU state,"cr-pb-script wire() [data-box] handler treats both keys identically: if((k === 'punch' || k === 'closed') && typeof window.openPunchView === 'function'){ close(false); window.openPunchView(); return; } — no argument. openPunchView(preset) accepts only {crm} or 'urgent'; PU.tab is set only by a tab tap (PU.tab = b.getAttribute('data-putab')) and defaults to 'active'. So tapping 'Closed repairs · N this month' lands on the Active tab (or whatever tab was last used), and the user must find and tap Closed themselves — the bar answers a different question than it asks.",Extend openPunchView's preset to accept a tab ({tab:'completed'}) and pass it from the hub's closed route; the Punch-outs tile can keep the default.
P2,,prod-04,"Production workflow end to end at build 965 — hub, punch car",usability,confirmed,Closing a punch-out never checks the crew out — the natural finish leaves an open visit that reads 'not checked out' in amber on a Closed card,index.html — cr-pk-script doClose()/doToggle() (no visits write); visitHtml()/openVisit(); checkOut() skips the reschedule confirm when status==='done',"doClose() → doToggle() writes only {status,done_at,done_by}; visits are untouched. visitHtml() on a done item still renders the strip when visits exist, and openVisit() returning the dangling visit shows 'On site since 9:40' with a Check out button on a card whose chip says Closed; the next day it turns to the amber 'On site since Tue — not checked out' stale warning (940's wording) on finished work. The crew's natural last tap is the green 'Close punch-out' (947); Check out is a second, easy-to-forget tap, and forgetting it makes the honesty feature cry wolf on completed repairs.","Fold check-out into close: if openVisit() exists when doClose() succeeds, stamp its out time in the same save (no confirm needed — the work is done). Keep the standalone Check out for the unfinished-day case."
P2,,prod-05,"Production workflow end to end at build 965 — hub, punch car",design,confirmed,"Offline safety is card-only: the one-tap tick and the Assign sheet write direct and alert-and-revert with no signal, while the same action queues gracefully on the card; a refused write is dropped silently on flush",index.html — cr-punch-script toggle()/update() (direct supa writes); cr-pk-script save() (the outbox route); cr-outbox-script flush() refused-write branch,"cr-punch-script toggle() and update() call window.supa...update directly — no navigator.onLine check, no CardinalOutbox route; toggle's catch does Object.assign(it, revert); alert('Could not save: …'), and the Assign sheet alerts 'Could not save the assignment — check the connection'. cr-pk-script save() by contrast queues to CardinalOutbox when offline or networkish. So Scottie closing a repair from The Line's tick (the settled one-tap close, 727) at a no-signal house gets 'Could not save: Load failed', while the identical close from the open card syncs later. Separately, cr-outbox-script's flush drops a refused (non-networkish) write with only console.warn('[outbox] dropping a refused write:…') — an optimistic edit that showed 'saved' vanishes with no visible word.","Route CardinalPunch.toggle and .update through the same offline branch save() uses (onLine===false or networkish → queue + keep optimistic state); surface a dropped-refused-write as a crToastErr naming the record, not a console line."
P2,,prod-06,"Production workflow end to end at build 965 — hub, punch car",consistency,confirmed,"A repair chip on the Magnet Board opens the client profile, breaking the 768 'one card' contract every other surface honors",index.html — cr-disp-script repChip() + the el click handler's [data-pid] fallthrough; contrast cr-pb-script [data-item] handler and cr-pumap-script data-pumopen,"cr-disp-script repChip() emits '<div class=""rep"" data-pid=…>' with no item id; the board's delegated handler routes [data-pid] → close() + openProject(pid). Everywhere else a punch opens CardinalPunchCard: The Line's cards, the Production board list (data-item → CardinalPunchCard.open(it.id,{back:'production'})), the punch map's pin Open (906), and the profile card. From the board Curtis must go board → client profile → scroll to the Punch Outs card → tap the item — three extra hops to the screen with check-in, photos and close, and the board is gone (see prod-02).","Give repair chips a data-item and route them to CardinalPunchCard.open(id,{back:'none'}) like every sibling surface; keep the client reachable from the card's own 'Open job' button."
P2,,rep-03,"Sales rep's world + Theo's owner tools (lead capture, Leads ",usability,confirmed,"The Unassigned bucket has no chase mechanism — nothing pushes it, and assigning requires a profile dive with no way back to Unassigned","index.html: dbAssignSel construction in the Assigned To card (TEAM_ROSTER.map, no empty option); api/digest.js (no leads query); ljRepChips/LJ_GROUPS in the leads block","api/digest.js contains no query for unassigned or untouched leads (grep: no 'unassigned', 'lead' only as a variable name); the drawer's Leads & Jobs row carries no badge; the landing shows no count. Build 932's own log records the hole: reps cannot see bucket rows (projects_select RLS) so 'the bucket is an office triage queue' — but the only way anyone sees it is opening Leads & Jobs and looking. Assigning then requires: tap card → open profile → scroll to 'Assigned To' → admin-only dbAssignSel dropdown — whose option list is TEAM_ROSTER only, with no '— Unassigned —' option, so a mis-assigned lead can never be returned to the bucket (the New Lead form gained that option at 932; the reassign select did not). This is the same shape as the 10 Aug community finding that leads sat unseen.","Add an 'N unassigned leads / N leads untouched 7+ days' line to the admin digest email (one extra REST fetch in a cron that already runs — no new dependency), and offer one-tap assign on the Unassigned card in Leads & Jobs plus an Unassigned option in dbAssignSel."
P2,,rep-04,"Sales rep's world + Theo's owner tools (lead capture, Leads ",usability,confirmed,"Nothing in-app tells a rep who to call today — the only chase list (Stale leads 14+) is admin-only, and the digest omits leads entirely","index.html: rptStale fill in renderRptReps(), hideAdminItemsForNonAdmin() in cr-menu-script; api/digest.js recipient logic","The 'Stale leads (14+ days untouched)' pipecard lives in #reportsView, and hideAdminItemsForNonAdmin() does hideOpt('reports') — Nick never sees it. The per-rep digest email covers today's appointments and estimates ≥5 days unanswered (api/digest.js) but never leads, so a lead Nick captured Monday and never touched generates no signal anywhere he can see. His follow-up cadence is entirely manual — and the one-tap scheduler is broken per rep-01. The rep home is the landing (three CRMs + workspaces), not a work queue; today's-objection on the Sales Floor is the only 'today' element a rep gets.","Give reps a lightweight 'My day' strip (today's appointments + their Lead/Prospect rows with no future appointment — all from cacheProjects/cacheAppts already in memory), or at minimum add 'your leads untouched N days' to the per-rep digest email."
P2,,ret-04,Retail client workflow end-to-end: lead capture → client lis,consistency,confirmed,The second client-creation door (+ New → Contact) bypasses every intake rule the New Lead form enforces,"index.html — newMenu handler (`if(kind === 'contact'){ openProjModal(null); }`), openProjModal(), the pfSave click handler; contrast with ldSave's phone-or-email refusal block","newMenu `data-new=""contact""` → openProjModal(null) (modal titled 'Add project'); its pfSave handler validates ONLY `if(!name)` and then `pdb.create` with stage:'Lead' — no phone-or-email gate (782's fix, which exists solely in ldSave), no address requirement, no claim type, no `lead` block (so no assigned rep and no lead_source vocabulary from the lead form — pfSource uses a different option list than ldSource). 782's own record: 35 of 40 records had no email because nothing enforced it; this door re-opens that hole. Vocabulary also flips: menu says 'Contact', modal says 'Add project', the record becomes a 'Lead'-stage client.","Either route 'Contact' into the lead form (prefilled minimal), or add the same phone-or-email refusal + no-contact tick to pfSave; align the label ('Contact' vs 'Add project') while there."
P2,,ret-05,Retail client workflow end-to-end: lead capture → client lis,consistency,confirmed,Lead intake still geocodes through Photon/OSM while the rest of the app moved to Google — the typos 840 measured are born on this form,"index.html — the `document.getElementById('ldStreet').addEventListener('input', ...)` block with the photon.komoot.io fetch; qiGoogleGeo/api/config.js is the established Google path","The #ldStreet input handler fetches `https://photon.komoot.io/api/?limit=5&lang=en&q=...` (OSM data). Build 840 measured Google vs Nominatim/OSM on all 42 production rows: 40/42 vs 29/42 resolved, with Google correcting the exact intake typos ('46417' Indiana ZIP → 45417); it moved Quick Inspection to qiGoogleGeo with Nominatim fallback, but the New Lead form — the screen where those addresses are typed — was not part of that build. Photon failure is silent (`catch(e){/* silent */}`), which is correct, but the suggestions themselves come from the weaker index.","Route ldSugg through the same Google Places/Geocoding path (components=country:US) with Photon as the keyless fallback, mirroring 840's ladder — the intake form is where a wrong ZIP costs a crew a drive."
P2,rvsec,com965-13,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",bug,confirmed,"CR-COM-024 residue: shortOrg still yields 'City of', and the Reviews section is now provably permanent dead weight — adoptReviews hunts a class no builder produces","index.html <script id=""cr-cc-script"">: adoptReviews() ('#projectView .rvsec'), shortOrg(); main block: renderAcxOverview '<div class=""rvcard"">'","shortOrg() is unchanged: for 'City of Dayton' it returns the two-word prefix 'City of' (w[0].length<=6 && two.length<=14). The Reviews half is worse than the audit knew: adoptReviews() queries '#projectView .rvsec', but the shared overview's Google Reviews card is built as class=""rvcard"" (renderAcxOverview) — grep shows .rvsec exists only in CSS rules and this one query; no JS ever builds or adds the class. So the Community card's Reviews section says 'No reviews card on this job.' on every job forever, while the real rvcard (Text request / Copy message) sits hidden behind the takeover — Community jobs cannot request a Google review from their own card. The other 024 halves are fixed: SHORT stage words (710), house-chevron back pill (709), and the adopted Location inks now compute 8.18:1 (#aab1ba on #161918).","Point adoptReviews at .rvcard (one selector), and make shortOrg keep the last word when the two-word prefix ends in of/for/the ('City of' → 'Dayton')."
P2,rvsec,com-des-05,Community CRM — visual & interaction design at build 965 (hu,bug,confirmed,The Reviews section on every community card is permanently dead - it adopts a selector the retail rebuild renamed away,"index.html <script id=""cr-cc-script""> adoptReviews() ('#projectView .rvsec') vs the renderer writing class=""rvcard"" near '<div class=""rvtop"">' + GOOGLE_G","adoptReviews() queries '#projectView .rvsec'. Exhaustive occurrence walk: 'rvsec' appears 47 times in index.html and every one is a CSS selector or this querySelector - nothing ever writes class=""rvsec"" into the DOM. The shared overview renderer now emits '<div class=""rvcard"">' (the Google Reviews card at the jt/renderOverview block). So the fallback fires on every community client, forever: a 'Reviews' section head followed by 'No reviews card on this job.' - a dead section on every card, and the review-request feature is unreachable from Community.","Point adoptReviews at .rvcard (and keep .rvsec as a fallback), or if reviews are deliberately not a community concern, delete the section head + quiet box instead of rendering an apology on every job."
P2,,showroom-priv-04,Client-facing presentation suite — Showcase/Walk/Hall of Fam,design,confirmed,"Privacy defaults OFF entering showroom, and the toggle stays in the customer's hands — past customers' street addresses show by default on a handed-across tablet","index.html <script id=""cr-show-script""> — open() showroom reset block, render() .cr-sh-priv emission, wire() [data-act=""priv""] handler, label()/walkSub()","open({showroom:true}) resets tab/curWalk/review ('Entering the room always starts clean') but never touches the 'priv' class; render() emits .cr-sh-priv unconditionally with aria-checked=""false"" and wire() binds its toggle with no showroom gate; label(p) returns p.address when priv is off, and walkSub(w) appends w.address. The module's own comments name the threat twice ('the homeowner is holding the tablet and can select hidden text'; releaseBadge: 'the same thing privacy mode strips addresses for') yet the mode built for handing across neither defaults privacy on nor protects the switch.","Remember the priv choice per device and default it ON when entering showroom (or prompt on entry); in showroom either hide the toggle or require the hold gesture — if Theo wants addresses visible as neighborhood proof, one deliberate tap before handing over is the right cost."
P2,stage-banner,ret-03,Retail client workflow end-to-end: lead capture → client lis,design,confirmed,"The profile stage banner's white ink fails the contrast floor on most stages, in both themes","index.html — `.dbstage`/`.dbstgmid` CSS rules; the stage-bar html in renderAcxOverview() (`html += '<div class=""dbstage"" style=""background:' + (STAGE_COLORS[stg]...`); STAGE_COLORS/STAGE_INK maps","`.dbstage{color:#fff}` over `background:STAGE_COLORS[stg]`. Computed: the 19px/800 stage word (large text, 3.0 floor) fails on Lead #E8B10F = 1.96:1, Prospect #F08A24 = 2.51, Approved/Scheduled #7CB342 = 2.50, Completed #29A3DC = 2.85; the 11.5px 'N Days Ago' age line (4.5 floor, at opacity .9) fails on every stage — best is Closed #607D8B at 4.37 before the opacity. STAGE_INK (the dark per-stage twin, declared beside STAGE_COLORS with a comment saying the bright set 'reads 1.96–4.37:1' as text) exists and is unused here. Ground is theme-independent so both themes fail. The 942/943 'zero failures' audit evidently never drove the profile with a Lead-stage project.","Use STAGE_INK[stg] as the banner ink over its own STAGE_COLORS ground (the pairing was designed for exactly this), or keep white and deepen the four failing grounds; fix the arrows and ⋮ dots with the same ink."
P2,stage-story,com-des-04,Community CRM — visual & interaction design at build 965 (hu,dead-end,confirmed,"The card's next-action thread goes silent for the second half of the job, and 'Get on the calendar' touches no calendar","index.html <script id=""cr-cc-script""> threadHtml() stage branches and ccDoAct() 'schedule' arm; compute() in <script id=""cr-ch2-script"">","threadHtml(pr) has now-cards for Lead/Prospect/OnHold/Approved/Completed only - Scheduled, Invoiced, Closed, Lost render no 'now' card and no action. ccDoAct 'schedule' runs confirm('Mark this job SCHEDULED?') then setStage('Scheduled') - no appointment, nothing on the Schedule Board, despite the button reading 'Get on the calendar'. So the flow is: tap 'Get on the calendar' -> job disappears from every to-do surface (compute() has no Scheduled queue either) until someone remembers to mark it Completed via machinery the card no longer shows. CR-COM-018's shape, still open at 965.","Add now-cards for Scheduled ('Build scheduled - mark complete when done', with a real 'Put it on the board' action calling openScheduleBoard/appointment creation) and Invoiced ('Waiting on payment - record it'), and either wire 'Get on the calendar' to the board or rename it 'Mark scheduled' so the words match the deed."
P2,,vis-02,"Visual system app-wide at build 965 — theming, typography, c",usability,confirmed,"The Text size control (939) — the app's one accessibility lever — exists only in the phone drawer, is unreachable on desktop/wide-tablet, and its own buttons are 34x34 under the app's 44px floor","index.html — head IIFE + #navMenu .cr-ts rules (lines ~28-84 region, cr-textsize-styles); single control markup in the #navMenu chrome zone; cr-lnav-styles/script (952) lacks a twin","Exactly one render site: the .cr-ts group inside #navMenu (grep data-cr-text-set: one markup hit; CSS all scoped #navMenu .cr-ts). #navMenu .cr-ts button{min-width:34px;min-height:34px} — build 939's own gate text says 'a 34x34 target', and cr-touch44-styles (the 752/944 floor sheet) has no .cr-ts entry. Build 926 hides #navBtn when body.cr-lnav-on (one nav on desktop) and build 938's log states in as many words that at 1194px #navMenu is a menu 'no desktop user can reach'; the 952 Card Stack rail rebuild did not add the control (no data-cr-text-set in cr-lnav markup). So at Theo's iPad-landscape/ultrawide widths the text-size choice cannot be made or changed, and on the phone the users who most need bigger text get the smallest buttons in the drawer.","Floor the three .cr-ts buttons at 44px (they sit in the drawer's chrome zone — room exists), and render a second copy of the control in the desktop rail's chrome zone (below Sign out, mirroring the drawer's placement) so the choice is reachable at every width. Same window.CardinalTextSize handler; zero new mechanisms."
P3,colors-door,nav-10,"Global navigation & information architecture (drawer, Card S",usability,confirmed,OC Colors has no door in the main app — the all-staff shingle catalog is reachable only via the Vision-hub tile (showroom host / ?vision=1) or nothing at all on phones,"index.html: 'Reached from the Vision hub's Colors tile (data-go=""colors"")' comment (~71191); cr-vh-tile markup (~48501); landing wire() d==='colors' branch (~48709); zero 'colors' entries in #navMenu, cr-banner ROUTES, palette COMMANDS","The only CardinalColors.open() call sites behind UI are the Vision hub tile (data-go=""colors"", rendered only on vision hosts) and the landing wire branch d==='colors' serving it; no navopt, banner route, or palette command reaches it. The landing's Showroom/Designer doors carry the ≥820px .cr-lr-show gate ('phones reach it from the Vision hub' per the 761 comment) and open other surfaces anyway. Theo's settled decision is that all signed-in staff can SEE colors — the who is settled, but the where leaves a rep on a phone inside the app with no path to it.",Add one door in the app proper — e.g. an 'OC Colors' row in the Sell section or a Sales Floor tile — leaving the Blackout single-theme surface itself untouched.
P3,,com-bug-10,Community CRM - history and redesign diagnosis,bug,probable,"A partner whose only job is parked still computes as 'dormant', and the state renders nothing",index.html cr-ch2-script partners()/isClosed; OPEN_ITEMS.md 710-recon item 3,"OPEN_ITEMS 710-recon item 3: isClosed() marks a partner dormant when dueCount===0 && !owed - true for a partner whose one job is OnHold - and '.pc.closed' has zero CSS rules anywhere, so the state computes, persists and paints nothing. No fix appears in the log through 965 (I did not re-execute this one at 965; the recon is 11 Aug).","Treat parked as active-but-waiting in isClosed(), and either style .pc.closed or delete the dead state - a computed state with no renderer is the prime doctrine's shape."
P3,,com-des-13,Community CRM — visual & interaction design at build 965 (hu,design,confirmed,The hub has no hero scale - its largest data is 19px (15px on the phone) while a decorative Georgia pipe is 21px; Production leads with 30px,"index.html <style id=""cr-ch2-styles""> .cc-kpi .v, .cc-sep, .cc-tbl; compare #cr-pb tile rules under the 'PRODUCTION · build 767 · Cardinal Steel' banner","cr-ch2-styles: .cc-kpi .v is 19px (15px under 900px); .cc-sep - the literal '|' characters between tab buttons - is font:800 21px Georgia, the largest glyphs on the screen; every list row is 12.5px inside folds. The Production hub Theo likes (#cr-pb, 767+) sets its command-tile counts at 30px/26px over 8.5px labels - a real dynamic range - and separates tabs with space, not glyphs. The retail pin leads 19-22px serif + 20px mono.","Drop the pipe separators (the underline already marks the active tab), and let the two numbers that drive the week - Due soon count and Out-for-decision dollars - render at Production's tile scale. One big number gives the eye an anchor; five equal 19px cells give it none."
P3,,com-des-14,Community CRM — visual & interaction design at build 965 (hu,usability,confirmed,Six Job-Menu tiles still drop the user into retail-styled chrome behind a floating pill whose label ('Back to bid view') matches nothing on screen,"index.html <script id=""cr-cc-script""> syncJobMenu() suspend list, ensurePill() textContent, renderInner() cc-out label","syncJobMenu: every tile except comms/board/photos/pay calls suspendForTab() - the black card display:none's itself, the shared #tab-* chrome (retail idiom) shows, and #cr-cc-return appears: a fixed pill reading '‹ Back to bid view'. The card's own exits say '‹ Community' (cc-out) and its tabs say Thread/Bid; nothing anywhere is called 'bid view', and the surface you return to is the client card. The 709 deletion removed the cream faces, so the flip now lands on the standard page - the remaining feel-break is the identity flip plus the vocabulary mismatch (CR-COM-020's accepted residue, worth finishing verbally).","Rename the pill '‹ Back to client' (or the client's name), and consider a body.cr-cc-suspended hook so the shared tab chrome at least keeps the ccm ground while a community job is open - the identity then survives the tab trip."
P3,,com-des-15,Community CRM — visual & interaction design at build 965 (hu,content,confirmed,"Small display batch: a tool that only apologises, dead CSS, and duplicate contacts markup","index.html <script id=""cr-ch2-script""> wire() data-go 'wo' arm; <script id=""cr-cc-script""> renderInner() panes; <script id=""cr-nbid-script""> subline","(1) The hub's 'Work Orders' tool button's entire behaviour is alert('Open a community client - Work Orders is on the client card...') - a listed tool that can only explain it does nothing (data-go 'wo' arm). (2) .pin .t .amt small and the .cc-idp 52px label column quirks are dead/near-dead CSS (see com-des-12). (3) renderInner appends contactsHtml(pr) into BOTH panes (thread and bid), duplicating the contacts grid in the DOM on every render. (4) cr-nbid's subline promises 'It'll appear as Bid Requested on the Hub pipeline' - correct, but the hub's opening pane (Clients) shows stage pills, not a 'pipeline', a word used nowhere else on the surface.",Hide the Work Orders tool for roles/contexts where it can only alert (or route it to the Clients list filtered to jobs with WOs); render contactsHtml once below the tabbar; align the subline's wording with the hub's actual labels.
P3,,com-doc-12,Community CRM - history and redesign diagnosis,content,confirmed,FEATURES.md still describes the Community CRM two redesigns ago - it will steer the next session wrong,.claude/skills/cardinal-build/docs/FEATURES.md 'Community CRM (green --ccm-*...)' section vs its later cr-cc section,"Read at 965: the 'Community CRM' section header says 'rebuilt 359-364, re-themed 427+', describes the 'Light desktop-wide layout', 'header slate-blue', and lists module cr-cprop - which was deleted wholesale at build 709. Nothing in the section mentions the black card takeover, the 705-714 port, or that the cream build is gone. The black card does get a correct section further down ('The Community client card (cr-cc) REPLACES the project page'), so the file disagrees with itself.","Rewrite the section to the black-card architecture (cr-ch2 hub with Clients-first tab order, cr-cc card, cr-nbid, cr-cpartners, cr-wo host mode) and delete cr-cprop from the module list."
P3,,com-hist-13,Community CRM - history and redesign diagnosis,content,confirmed,"DELIVERABLE - the timeline: every Community-touching arc, what shipped, what each left untouched","docs/cardinal_build_log.md (grep the build numbers case-insensitively), CR_COMMUNITY_AUDIT_2026-08.md, OPEN_ITEMS.md, in-app CHANGELOG entries 428-435","173-205 original hub era: green identity v1 (179-180), New Bid form off the + (182), PO numbers (203). || 271-315 REDESIGN 1 'Frost': 278 'Community rebuilt - Bids tab leads with what's due, Partners tab shows each relationship and what they owe'; 299 'New Community home in Frost' (dark ice-blue, totals admin-only); 306 fully Frost; 307 Job Menu mirrors tiles; LEFT: stages, roles, money. || 351-364 REDESIGN 2 'Slate & Clay': 359 home rebuilt desktop-wide, collapsible panels, partner colours, rep avatars; 356 editable bids; 364 slate-gradient cards; LEFT: same, partner colour name-matched not stored (still true). || 427-441 REDESIGN 3 'green two-party': 428 outcome buttons do what they say; 429 bids email the FUNDING PARTNER not the homeowner; 430 who-is-billed + whose-house everywhere; 432 Awaiting Funding stage; 433 green; 437-441 readability, bid form goes dark; LEFT: retail stage machine, partner storage shapes. || 448-449 transparent-screen fallback repair. 459 light/dark made deliberate. 513-515 outcome form (Theo's picked style) + second clock; LEFT: clock only feeds the collapsed table. 634-636 rep crash / error-report / mask / location fixes. || 679 the three symptoms Theo could point at (sticky job name, map white-screen killing the PWA, one-way card) - fixed. || 10 Aug: Theo's complaint -> 24-item audit; headline 'Community was built twice, and the second build hides the first' (takeover rule hid 5 live surfaces incl. the ONLY payments door); 16/16 jobs at Lead. || 700-714 REDESIGN 4 'the black card wins' (Theo picked (a), 11 Aug): 705 payments door, 706 Partner & Property, 707 work orders repaired both directions, 708 photo album signing, 709 cream face DELETED (port complete), 710 stage flow moves + parked jobs stop scoring as wins, 711 Clients-first + filters, 712-714 partner contacts theo@-only; EXPLICITLY LEFT, recorded in OPEN_ITEMS: 003 job-menu doors, 008 partner identity, 009 funded-vs-billed, 011/012 money, 013 assignment, 017 contacts writer, 022 hub numbers, Scheduled/Closed dead ends, #contactedBtn, second-clock surfacing, six suspend tiles 'by necessity'. || 802-804 declutter: suffix-stripped names (partner baked into projects.name, DB-verified), status chips, tools into <details>, banner pill dedup, search lens; LEFT: the data itself. || 886-965 chrome only: crew WO on the card (886), CRM filter bar (894), 3-column desktop client list (905), drawer accents (925), 'community only community' portal menus (955-956). No workflow build since 714.","Read the LEFT column: it is the same five items in every row. That repetition, not any single screen, is the diagnosis."
P3,,com-quotes-14,Community CRM - history and redesign diagnosis,content,confirmed,"DELIVERABLE - Theo verbatim, collected","CR_COMMUNITY_AUDIT_2026-08.md header + CR-COM-017; OPEN_ITEMS.md build-712/713 sections; cardinal_build_log.md builds 802, 894, 955; CLAUDE.md invariants","10 Aug: 'Check the entire community workflow. That's one big section that doesn't feel right at all, I can't point my finger on it, it just feels messy and somewhat confusing.' | 10 Aug: 'This is the most important CRM because jobs could sit for a while.' | 11 Aug (Habitat card): 'I don't know who Samantha is but Galen Curry, Frank Gorman and Jim are the habitat contacts.' | 11 Aug: 'Hide all main contacts for all community partners. Only I should have the main contact info. Sales reps just put bids on jobs and only have contacts for homeowners.' | 11 Aug: 'Can we confirm that reps can still see homeowner contact and address just not the community contacts like Galen curry?' | 11 Aug: 'Reps don't send bids I do. Reps just write the bid.' | 14 Aug (802 teardown, log's paraphrase): repeated partner names on every bid row, three navigation bars stacked before any data, tables that are mostly em-dashes, a seven-button tools list dumped on every pane. | ~18 Aug (894): the CRM filter bar 'has a gap when you scroll and looks cluttered.' | 21 Aug (955): 'yes productions only productions, community only community.' | 21 Aug, commissioning this audit (not in the doc set): 'It's the third time I changed it. It just doesn't feel right to me.' | Standing doctrine (CLAUDE.md): 'Community bills one party for work on another's house... Bids email the funding partner, not the homeowner. Any code touching ""the client"" in Community must say which one'; 'Some of these could last 2 years depending on the grant' (why OnHold exists).","Note the arc of the quotes themselves: every complaint before 11 Aug is about what a screen shows; every instruction after is about who a fact belongs to (funder vs homeowner, Theo vs reps, Galen vs Samantha). Theo has been steering toward the data model in his own words - the redesigns kept answering with screens."
P3,,com965-15,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",usability,probable,"Navigation residue (019/020/021): the partner picker still survives navigation, the Photos round-trip rebuilds the card from scratch, and the Location-duplicate mechanism is still in the code","index.html <script id=""cr-cpartners-script"">: shell()/.cr-cp-shell CSS; <script id=""cr-cc-script"">: check() display:none branch, releaseLoc()/adoptLocation(); main block: openGalleryMode(), hideAllViews()","019: .cr-cp-shell is still position:fixed inset:0 z-index:9500, absent from hideAllViews() (brace-matched: no cr-cp-shell entry) — it floats over whatever screen you navigate to (under #pwaNav). The data half is fenced: the card's callers wrap in guarded(), which refuses when currentProject changed ('That job is no longer open — nothing was changed'). 020: cr-cc teardown is now observer-driven (fixed), but check() treats projectView display:none (gallery open) as departure — it removes #cr-cc entirely, so Back from Photos rebuilds with a 'Loading…' flash and resets to the Thread tab; openGalleryMode still hand-rolls its swap without hideAllViews. 021: the audit's duplicate mechanism survives by inspection — adoptedHomeParent is #acxMount itself, which stays connected across renderAcxOverview's innerHTML wipe, so releaseLoc()'s appendChild fallback still appends the stale borrowed card (second id=""dbMap"") at the end of #acxMount; at 965 the duplicate is hidden by the takeover and would surface only on the suspended legacy face until the next overview render. Not executed — code-path reading only.",Add .cr-cp-shell removal to hideAllViews(); keep #cr-cc mounted (display:none) across the gallery round-trip and restore the open tab; have releaseLoc() skip the append when the recorded next-sibling is disconnected (the fresh render already rebuilt the card).
